district,name,cuisine,amenity,lat,lon
Quan 7,Phở SOL,vietnamese,restaurant,10.7269412,106.7088351
Quan 7,Quán Chay Nấm Hân,vietnamese,restaurant,10.7531205,106.6991406
Quan 7,Nhà Hàng Chay Tashi,vietnamese,restaurant,10.7481734,106.7002663
Quan 8,Lotteria,burger,fast_food,10.7518041,106.6204667
Quan 8,Cà Phê Dinh Y,unknown,cafe,10.727155,106.654116
Quan 8,Nhà Hàng Bảo Hà,breakfast;noodles,restaurant,10.7367328,106.6422088
Quan 8,Cà Phê Guitar Quận 6,unknown,cafe,10.7428895,106.6412276
Quan 8,Cà Phê Sam,unknown,cafe,10.7485051,106.6159837
Quan 8,McDonald's,burger,fast_food,10.7500736,106.6283243
Quan 8,Phở Hùng,unknown,restaurant,10.7514173,106.6218242
Quan 8,Unknown,unknown,cafe,10.7446186,106.6153975
Quan 8,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7423362,106.6107682
Quan 8,Phúc Long,coffee_shop,cafe,10.7432487,106.6125418
Quan 8,Nhà Hàng Lẩu Dê Cây Dừa 2,unknown,restaurant,10.7383128,106.6220743
Quan 8,Cà Phê Boca,beef_bowl;noodles;breakfast;diner;tea;coffee_shop,cafe,10.7451849,106.6356582
Quan 8,Tay Do Shin Q8,unknown,fast_food,10.7342222,106.6543259
Quan 8,Quán Phở 179,unknown,restaurant,10.7484389,106.616606
Quan 8,Unknown,unknown,restaurant,10.7531165,106.6345765
Quan 8,King Ẩm Thực,unknown,restaurant,10.7425162,106.6357323
Quan 8,Siêu Thị Và Cà Phê Phúc Lộc Thọ,unknown,cafe,10.7304964,106.6529482
Quan 8,Quán Ăn Gia Phú,chinese,restaurant,10.7427986,106.646506
Quan 8,KFC,fried_chicken,fast_food,10.747945,106.6353265
Quan 8,Texas Chicken,chicken,fast_food,10.7498798,106.6437158
Quan 8,Domino's Pizza,pizza,fast_food,10.7359779,106.6560191
Quan 8,Nhà Hàng Lẩu Mắm Bà Dú,unknown,restaurant,10.7429836,106.6126471
Quan 8,Nhà Hàng Hương Vị Bốn Phương,international,restaurant,10.7429942,106.6125302
Quan 8,Nhà Hàng Kichi Kichi,unknown,restaurant,10.7430727,106.6121465
Quan 8,Pizza Hut,pizza,restaurant,10.7428967,106.6127114
Quan 8,Nhà Hàng Mamalu,unknown,restaurant,10.7427712,106.6122814
Quan 8,Nhà Hàng Truly Việt,unknown,restaurant,10.7430273,106.6129532
Quan 8,Nhà Hàng Meiwei,unknown,restaurant,10.743011,106.6122845
Quan 8,Tasaki BBQ,unknown,restaurant,10.7431086,106.6125511
Quan 8,Nhà Hàng Wrap&Roll,vietnamese,restaurant,10.7428775,106.6123078
Quan 8,Thai Express,thai,restaurant,10.7427913,106.6124337
Quan 8,Texas Chicken,chicken,fast_food,10.743212,106.6123545
Quan 8,Nhà Hàng Sushi Kei,japanese,restaurant,10.7429788,106.6127331
Quan 8,Sumo BBQ,unknown,restaurant,10.7427623,106.6123639
Quan 8,Sukiya,japanese,restaurant,10.7431161,106.6123998
Quan 8,Nhà Hàng Shabu Ya,unknown,restaurant,10.7428747,106.6127776
Quan 8,Nhà Hàng Seol Garden,korean,restaurant,10.7433737,106.6127541
Quan 8,Nhà Hàng Redsun,unknown,restaurant,10.7431074,106.6123298
Quan 8,Trà Sữa Phúc Long,coffee_shop,cafe,10.7432798,106.6130343
Quan 8,Nhà Hàng MK,thai,restaurant,10.7428039,106.6126558
Quan 8,Nhà Hàng Marukame Udon,japanese,restaurant,10.7429077,106.612827
Quan 8,Lotteria,burger,fast_food,10.7428334,106.6125195
Quan 8,Nhà Hàng Khao Lao,lao,restaurant,10.7430743,106.6130278
Quan 8,KFC,chicken,fast_food,10.7430749,106.612476
Quan 8,Nhà Hàng HuTong,unknown,restaurant,10.7430598,106.6122062
Quan 8,Nhà Hàng Hotpot,unknown,restaurant,10.7432982,106.6129254
Quan 8,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7429851,106.6124451
Quan 8,Nhà Hàng Gogi House,unknown,restaurant,10.7434587,106.6128442
Quan 8,Cửa Hàng Bud's Ice Cream,unknown,restaurant,10.7431722,106.6128195
Quan 8,Nhà Hàng Bamboo Dimsum,unknown,restaurant,10.7430828,106.6128162
Quan 8,Nhà Hàng Bangkok House,unknown,restaurant,10.7430213,106.6123973
Quan 8,King BBQ Buffet,unknown,restaurant,10.7428509,106.6126318
Quan 8,Thyty thailan,thai,restaurant,10.7425916,106.6237697
Quan 8,Nhà Hàng Dê Ba Hơn,unknown,restaurant,10.7477198,106.6117602
Quan 8,Kungfu Mì Kéo Lộc Ký,unknown,restaurant,10.7467142,106.642449
Quan 8,Nhà Hàng Tràm chim,unknown,restaurant,10.7455143,106.6149006
Quan 8,Hẻm Quán,unknown,restaurant,10.7419766,106.6281008
Quan 8,Xưởng T Coffee,coffee_shop,cafe,10.7320681,106.6151958
Quan 8,Lotteria,burger,fast_food,10.7456416,106.6308189
Quan 8,Cộng Cà Phê,coffee_shop;vietnamese,cafe,10.7457653,106.6311544
Quan 8,The Coffee House,coffee_shop;vietnamese,cafe,10.743429,106.6301667
Quan 8,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7420568,106.6297217
Quan 8,Pizza Hut,pizza,restaurant,10.749873,106.6440891
Quan 8,Cửa Hàng Bánh Biscotti,biscotti;italian,fast_food,10.7341983,106.657507
Quan 8,Nhà hàng Hải Cảng,unknown,restaurant,10.7519971,106.6195043
Quan 8,Nhà hàng Chim Rừng,unknown,restaurant,10.7484352,106.6149295
Quan 8,Wayne's Coffee,coffee_shop,cafe,10.705773,106.644116
Quan 8,KiMi - Milk Tea & Coffee,unknown,cafe,10.7055231,106.64487
Quan 8,The Coffee Shop,coffee_shop,cafe,10.7053113,106.6445856
Quan 8,Đối diện cây xăng,unknown,restaurant,10.7400473,106.6173295
Quan 8,Quán ốc 879,unknown,restaurant,10.7459375,106.62891
Quan 8,Phở QUANG,vietnamese,restaurant,10.7326811,106.6347277
Quan 8,Gỏi Đu Đủ Ty Thy Hồ Chí Minh,thai,restaurant,10.7488299,106.6424268
Quan 8,Cà Phê 1983,coffee_shop,cafe,10.7373754,106.6192432
Quan 8,Chốn Riêng,coffee_shop,cafe,10.7435612,106.6446004
Quan 8,NGÕ QUÁN,coffee_shop,cafe,10.7398315,106.6179908
Quan 8,Buffet Poseidon Võ Văn Kiệt,seafood;vietnamese,restaurant,10.7434609,106.6483735
Quan 8,Ura Coffee & Tea,coffee_shop,cafe,10.7260241,106.6151927
Quan 8,Chạm Nhà Hàng Chay,vietnamese,restaurant,10.7457107,106.635402
Quan 8,Quán chay VEGAN,unknown,restaurant,10.7245847,106.6548508
Quan 8,Unknown,unknown,cafe,10.7406173,106.639542
Quan 8,Dòufu Chay & Chill,vietnamese,restaurant,10.7520052,106.6279475
Quan 8,Cơm Niêu Út Thảo,vietnamese,restaurant,10.7473048,106.6122073
Quan 8,Quán Chay Quan Âm,cantonese;vietnamese;international,restaurant,10.7430882,106.6426533
Quan 8,Quán Chay Hoàng Phúc,vietnamese;pancake,restaurant,10.7408493,106.6371218
Quan 8,Cát Vàng Chay,vietnamese,restaurant,10.7494897,106.6114582
Quan 8,Quán Hoa Đào,vietnamese,restaurant,10.7378429,106.612455
Quan 8,Ẩm Thực Chay Tuệ Đăng,vietnamese,restaurant,10.7409497,106.6278462
Quan 8,Nhà Hàng Chay An Hương,vietnamese;cantonese;chinese,restaurant,10.7454011,106.6432055
Quan 8,Unknown,coffee_shop,cafe,10.7400518,106.6258531
Quan 8,Unknown,coffee_shop,cafe,10.740697,106.6258334
Quan 8,Unknown,coffee_shop,cafe,10.7407102,106.6261633
Quan 8,Unknown,coffee_shop,cafe,10.740049,106.6254021
Quan 8,Unknown,coffee_shop,cafe,10.7406771,106.6252511
Quan 8,Unknown,unknown,cafe,10.741189,106.6253922
Quan 8,Unknown,unknown,cafe,10.7408621,106.6269512
Quan 8,Unknown,regional,restaurant,10.7397919,106.6258471
Quan 8,Unknown,unknown,restaurant,10.7199927,106.6062297
Quan 8,Paris Coffee and more,unknown,cafe,10.7147498,106.6112483
Quan 8,Phương Vy Chay,cantonese;vietnamese,restaurant,10.7480789,106.6364101
Quan 9,KFC,fried_chicken,fast_food,10.8483849,106.7746746
Quan 9,Nhà Hàng Đầm Tôm,unknown,restaurant,10.835471,106.765147
Quan 9,Cà Phê Amy,coffee_shop,cafe,10.844939,106.767218
Quan 9,Bún Bò Thuận An 2,vietnamese,restaurant,10.844877,106.767471
Quan 9,Cà Phê Nice,unknown,cafe,10.844476,106.769729
Quan 9,Caffe Vườn Yêu,unknown,cafe,10.844518,106.769922
Quan 9,Lotteria,burger,fast_food,10.8499193,106.7680969
Quan 9,Trà Sữa Hot & Cold,Trà_sữa_&_Xiên_que,cafe,10.8495654,106.7712909
Quan 9,Quán Cơm Sinh Viên,unknown,restaurant,10.849584,106.7713821
Quan 9,Quán Cơm Gà Ta,unknown,restaurant,10.8472007,106.770729
Quan 9,Tiệm Bún Bò Cây Me,unknown,restaurant,10.8474734,106.7705028
Quan 9,Cơm Chiên Gà Xối Mỡ Lê Châu,unknown,restaurant,10.8475454,106.7686038
Quan 9,Dairy Queen,ice_cream;burger,fast_food,10.8496426,106.769907
Quan 9,KFC,fried_chicken,fast_food,10.8507709,106.7647777
Quan 9,Nhà Hàng Ngô Đồng,unknown,restaurant,10.8522536,106.7691207
Quan 9,Tí Tách,unknown,cafe,10.8539727,106.7696477
Quan 9,Cà Phê Dường Như,unknown,cafe,10.8425619,106.7665575
Quan 9,Quán Cơm Tấm,unknown,restaurant,10.847489,106.7693458
Quan 9,Lotteria,burger,fast_food,10.8689094,106.7760864
Quan 9,KFC,fried_chicken,fast_food,10.8462485,106.7781005
Quan 9,Caffe El libro,coffee_shop,cafe,10.847557,106.7765674
Quan 9,Quán Năm Lửa,unknown,restaurant,10.8394051,106.7803004
Quan 9,Unknown,unknown,restaurant,10.8402393,106.7808235
Quan 9,Nhà hàng Cát Đẳng,unknown,restaurant,10.8451649,106.7818234
Quan 9,Nhà Hàng Minh Phú,unknown,restaurant,10.8445816,106.7809088
Quan 9,KFC,fried_chicken,fast_food,10.8442869,106.782112
Quan 9,Unknown,unknown,cafe,10.8455602,106.7789575
Quan 9,Nhà Hàng 354,unknown,restaurant,10.8443206,106.7814619
Quan 9,KFC,fried_chicken,fast_food,10.8471684,106.7765588
Quan 9,Domino's,pizza,fast_food,10.8441604,106.7819191
Quan 9,Cửa Hàng Đà Lạt Pizza,unknown,restaurant,10.8484155,106.7708817
Quan 9,Nhà Hàng Chay Bông Súng,unknown,restaurant,10.8456434,106.7739389
Quan 9,Cà Phê Thanh Tuyền,unknown,cafe,10.8557351,106.7718616
Quan 9,Cà Phê Trà Tịnh,unknown,cafe,10.8554223,106.7712284
Quan 9,tap hoa,unknown,cafe,10.8543113,106.7695192
Quan 9,Coco,bubble_tea,cafe,10.8297588,106.7737975
Quan 9,coffee A6,unknown,cafe,10.8757635,106.8057509
Quan 9,Nhà Ăn A11,vietnamese,restaurant,10.876471,106.8066492
Quan 9,Nhà Ăn A3,unknown,restaurant,10.8778356,106.8061546
Quan 9,Nhà Ăn A10,unknown,restaurant,10.8768499,106.806051
Quan 9,Cafe A3,unknown,cafe,10.8777584,106.8062483
Quan 9,Cafe A3,unknown,cafe,10.8775503,106.806125
Quan 9,Phở A9,unknown,restaurant,10.8789628,106.8069176
Quan 9,Nhà ăn A8,unknown,restaurant,10.8786917,106.807438
Quan 9,Phở A8 + Tạp hóa,unknown,restaurant,10.8789548,106.8073615
Quan 9,Phở A12,unknown,restaurant,10.878563,106.8078418
Quan 9,Lấy nước A11,unknown,fast_food,10.8766898,106.8066363
Quan 9,Nhà ăn A4,unknown,restaurant,10.8780815,106.8062707
Quan 9,IU Canteen,unknown,restaurant,10.8776017,106.8006565
Quan 9,Hội Quán Sinh Viên Chiến Đạt,unknown,restaurant,10.8737944,106.8001592
Quan 9,Nhà Hàng Cơm Chay 8k,unknown,restaurant,10.8725181,106.804079
Quan 9,The Zero Coffee,unknown,cafe,10.8772777,106.8006179
Quan 9,Quán Cơm Thành Tài,unknown,restaurant,10.8753844,106.7993009
Quan 9,Student Station Coffee,unknown,cafe,10.8749379,106.7994696
Quan 9,BoBaPop - Làng Đại Học,unknown,cafe,10.8747588,106.7994051
Quan 9,Mì Cay Naga,unknown,restaurant,10.8749461,106.7988693
Quan 9,Coffee House,unknown,cafe,10.8744257,106.7985854
Quan 9,DORMITORY COFFEE & TEA,unknown,cafe,10.8743232,106.7994093
Quan 9,Iwans coffee & Tea,unknown,cafe,10.8739878,106.7996091
Quan 9,Cafe Truyền Thuyết,unknown,cafe,10.87338,106.8007864
Quan 9,Cà Phê Điểm Hẹn,unknown,cafe,10.8733211,106.8011735
Quan 9,Cà Phê Pha Kê,unknown,cafe,10.8442825,106.7679354
Quan 9,Nhà Hàng Bò Cao Nguyên,unknown,restaurant,10.8470199,106.7654756
Quan 9,Quán Cô Ba bánh canh -Bún- Chả cá - nem nướng,unknown,fast_food,10.8555561,106.8035164
Quan 9,Trà Sữa ECO,vietnamese,cafe,10.8287409,106.7731225
Quan 9,Thiên Phát Cơm bình dân,unknown,restaurant,10.8397747,106.7667626
Quan 9,Caffe Milano 279,coffee_shop,cafe,10.845185,106.7913186
Quan 9,Cháo Cá Miền Tây 4,fish,restaurant,10.836306,106.7656554
Quan 9,Cháo Cá Miền Tây 2,unknown,restaurant,10.8397208,106.7676655
Quan 9,Phở Phú Lộc,unknown,restaurant,10.8446367,106.7643096
Quan 9,Cà Phê IM,unknown,cafe,10.8422116,106.768248
Quan 9,Cà Phê Ấn Tượng,unknown,cafe,10.8429239,106.768428
Quan 9,Hải Sản Giang Ghẹ 2,fine_dining;seafood,restaurant,10.8409362,106.7652476
Quan 9,Cà Phê iCoffee,coffee_shop;lunch,restaurant,10.8492914,106.7999672
Quan 9,Nhà Hàng Bia Tuyết Q9,unknown,restaurant,10.8407683,106.7655908
Quan 9,Nhà Hàng Quán Lúa,unknown,restaurant,10.835612,106.7921997
Quan 9,Cà Phê La La Land,unknown,cafe,10.8373475,106.772773
Quan 9,Unknown,unknown,cafe,10.8470984,106.7744227
Quan 9,Nhà Hàng Ẩm Thực Nai Vàng,unknown,restaurant,10.8558985,106.7702989
Quan 9,Nhà hàng Sesan,unknown,restaurant,10.8438197,106.7668993
Quan 9,Quán Hoa Viên 102,unknown,restaurant,10.837341,106.7890457
Quan 9,Tiệm Bánh Huỳnh Xuyên,bánh_kem,restaurant,10.8487519,106.7718003
Quan 9,Quán Chay Vọng Cát,unknown,restaurant,10.8389613,106.7672396
Quan 9,Highlands Coffee,coffee_shop;vietnamese,cafe,10.8684502,106.7760822
Quan 9,Cà phê A4,unknown,cafe,10.8782988,106.806455
Quan 9,Get Go,bubble_tea;snacks,restaurant,10.8517111,106.8144948
Quan 9,Phở Hân,noodle,restaurant,10.8383745,106.8297422
Quan 9,Lẩu bò Năm Cảnh,unknown,restaurant,10.8378506,106.8298023
Quan 9,Chill Coffee & Tea,unknown,cafe,10.840345,106.8294857
Quan 9,Dê Song Quán,unknown,restaurant,10.8397689,106.8294788
Quan 9,Napoli Coffee,unknown,cafe,10.8386066,106.8297211
Quan 9,Highlands Coffee,coffee_shop;vietnamese,cafe,10.8384376,106.831556
Quan 9,Hủ tiếu Mỹ Tho,noodle,restaurant,10.8384558,106.8316121
Quan 9,Mixui,bubble_tea,cafe,10.8383365,106.8316932
Quan 9,Gong Cha,bubble_tea,cafe,10.8393477,106.8340727
Quan 9,An Tea & Coffee,unknown,cafe,10.869183,106.7876826
Quan 9,Feel Coffee & Tea Express,unknown,cafe,10.8691462,106.7876786
Quan 9,Ẩm thực Panda Garden,seafood;vietnamese,restaurant,10.840875,106.8293363
Quan 9,Bún Bò Phú Lộc,noodle,restaurant,10.8407661,106.8291945
Quan 9,Lẩu dê Ông Bố,unknown,restaurant,10.8418706,106.8290297
Quan 9,Mixue - 320 Nguyễn Văn Tăng,bubble_tea,cafe,10.8412073,106.8235276
Quan 9,Bếp Nhà Gỗ,unknown,restaurant,10.8368868,106.8345018
Quan 9,Cây Sung,unknown,restaurant,10.8380511,106.8351263
Quan 9,Góc chill cafe,unknown,cafe,10.8542155,106.7978561
Quan 9,Chill corner,unknown,cafe,10.8542674,106.7978822
Quan 9,Café UEL,coffee_shop,cafe,10.8702063,106.7790481
Quan 9,Xinh Xinh,vietnamese,restaurant,10.848348,106.7708841
Quan 9,Double Vitamin,juice,fast_food,10.8486488,106.7717381
Quan 9,Cơm Tấm Kiến Quốc,vietnamese,restaurant,10.854086,106.7701929
Quan 9,Nhứt Phở,vietnamese;phở,restaurant,10.8540611,106.7700132
Quan 9,Quán chay Diệu Quyên,unknown,restaurant,10.8467031,106.798902
Quan 9,Quán chay Thôi Kệ,unknown,restaurant,10.8462053,106.7967492
Quan 9,Cơm chay Thiện Tâm,unknown,restaurant,10.8421706,106.7983766
Quan 9,Lẩu chay Thiện Ý 2,unknown,restaurant,10.8319009,106.7676759
Quan 9,Cơm chay Phước Thiện,unknown,restaurant,10.8319795,106.7673134
Quan 9,Phở Gánh 2,phở;miến_gà;miến_bò,restaurant,10.8425275,106.8203742
Quan 10,Lotteria,burger,fast_food,10.7824512,106.6773049
Quan 10,Cà Phê Du Miên,unknown,cafe,10.7923386,106.6760528
Quan 10,Lotteria,unknown,fast_food,10.7528814,106.6695842
Quan 10,Lotteria,burger,fast_food,10.7717072,106.687498
Quan 10,KFC,fried_chicken,fast_food,10.7573679,106.6744982
Quan 10,Bánh Bao Đức Ký,unknown,fast_food,10.7567772,106.6534012
Quan 10,KFC,chicken,fast_food,10.7873569,106.6661244
Quan 10,Lotteria,burger,fast_food,10.7559824,106.6628075
Quan 10,Nhà Hàng BBQ Chicken,unknown,restaurant,10.768208,106.6841501
Quan 10,Lotteria,burger,fast_food,10.7777196,106.6655017
Quan 10,Lotteria,burger,fast_food,10.7677546,106.6666246
Quan 10,KFC,chicken,fast_food,10.7886556,106.6760753
Quan 10,KFC,fried_chicken,fast_food,10.7620711,106.6563833
Quan 10,Jollibee,burger,fast_food,10.7699629,106.6821277
Quan 10,Lotteria,burger,fast_food,10.7570454,106.6780965
Quan 10,Lotteria,burger,fast_food,10.7882662,106.6618944
Quan 10,Unknown,unknown,cafe,10.7921192,106.6715493
Quan 10,Unknown,unknown,cafe,10.7917292,106.6710236
Quan 10,Unknown,unknown,restaurant,10.7917925,106.6719463
Quan 10,Unknown,unknown,restaurant,10.7921508,106.6710451
Quan 10,Cà Phê Vườn Xuân,unknown,cafe,10.7926596,106.6797398
Quan 10,Unknown,unknown,restaurant,10.7923478,106.6796389
Quan 10,Cửa Hàng Xôi Chè Bùi Thị Xuân,unknown,restaurant,10.7675882,106.6863944
Quan 10,Cà Phê Quỳnh,unknown,cafe,10.77977,106.661781
Quan 10,Nhà Hàng Pháp Hoa,vietnamese,restaurant,10.767809,106.688677
Quan 10,Quán Ăn Hoàng Ký 1,asian,restaurant,10.755919,106.676499
Quan 10,Pizza Hut Nguyễn Trãi,pizza,fast_food,10.7565057,106.6760334
Quan 10,Cafe Thềm Xưa,coffee_shop,cafe,10.759976,106.685927
Quan 10,Quán Cơm Gà Xối Mỡ,vietnamese,restaurant,10.786308,106.671644
Quan 10,Cà Phê Bobby Brewers,unknown,cafe,10.7887204,106.676627
Quan 10,Cafe Mai Hương,unknown,cafe,10.7702328,106.6527066
Quan 10,Nhà Hàng Tokyo Deli,japanese,restaurant,10.7795329,106.6865534
Quan 10,Bánh tráng cuốn Dì Ba,unknown,fast_food,10.768402,106.6467879
Quan 10,Căn Tin Thông Tin Tin Hiêu Đường Săt Sài Gòn,vietnamese,cafe,10.7827822,106.6768976
Quan 10,KFC,fried_chicken,fast_food,10.7765304,106.6837229
Quan 10,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.7826381,106.6769835
Quan 10,Bún Bò Huế Nhân Trí 1,vietnamese,restaurant,10.7622509,106.6762166
Quan 10,Cà Phê Rita Võ,unknown,cafe,10.7603644,106.6833383
Quan 10,Cà Phê Paradise,coffee_shop,cafe,10.7557401,106.6762805
Quan 10,Cà Phê Lãng,coffee_shop,cafe,10.776069,106.66608
Quan 10,Phở Bắc Hải,unknown,restaurant,10.773102,106.668835
Quan 10,Pizza Hut,pizza,restaurant,10.776985,106.690347
Quan 10,Nhà Hàng Hoàng Ty,unknown,restaurant,10.776477,106.689956
Quan 10,Nhà Hàng Bích Liên,unknown,restaurant,10.786249,106.676706
Quan 10,Tiệm Bánh Mì Xu Xu,unknown,fast_food,10.7910669,106.6658064
Quan 10,Cà Phê Thuỷ Mộc,coffee_shop,cafe,10.777546,106.682577
Quan 10,Cà Phê Mylife,coffee_shop,cafe,10.767481,106.688215
Quan 10,Cà Phê Soybean,unknown,cafe,10.767428,106.68829
Quan 10,Nhà Hàng Đông Hồ,unknown,restaurant,10.7745919,106.672839
Quan 10,Nhà Hàng Kỳ Hoà 2,unknown,restaurant,10.7744186,106.6716617
Quan 10,Nhà Hàng Soya Pudding,unknown,restaurant,10.767854,106.686372
Quan 10,Quán Cơm Dân Chủ,regional,restaurant,10.7781609,106.6812448
Quan 10,KFC,fried_chicken,fast_food,10.7641045,106.6871413
Quan 10,Cà Phê Sành Điệu,unknown,cafe,10.7772892,106.6830134
Quan 10,Cà Phê No.1,unknown,cafe,10.7918912,106.6606953
Quan 10,Cà Phê Phố,unknown,cafe,10.7913315,106.6633709
Quan 10,Coffee Bamboo,unknown,cafe,10.7899609,106.6651494
Quan 10,Cà Phê 33,unknown,cafe,10.7858593,106.6749946
Quan 10,Lotteria,burger,fast_food,10.7931811,106.6590387
Quan 10,Nhà Hàng Hoa Tulip 1,unknown,restaurant,10.7764352,106.6846545
Quan 10,Xôi vò Thảo Trần,unknown,fast_food,10.7628267,106.6645622
Quan 10,Bánh Khọt Cô Ba Vũng Tàu,"Banh_xeo,_banh_khot",restaurant,10.7705632,106.6815986
Quan 10,Bánh Cuốn Hải Nam,banh_cuon_(breakfast/lunch),restaurant,10.7687389,106.6834665
Quan 10,Quán Cơm Tấm 390,vietnamese,restaurant,10.7830862,106.6720457
Quan 10,Nhà Hàng Prem Bistro & Cafe,unknown,restaurant,10.7752831,106.6894658
Quan 10,Nhà Hàng Chay Saigon 3,unknown,restaurant,10.7763157,106.6866707
Quan 10,Nhà Hàng The Sushi Bar 4,sushi,restaurant,10.775935,106.6878807
Quan 10,Cà Phê Bike,unknown,cafe,10.7801585,106.6796374
Quan 10,Pizza Hut,pizza,restaurant,10.7770084,106.6811613
Quan 10,Pizza Hut,pizza,restaurant,10.7641929,106.6824701
Quan 10,Pizza Hut,pizza,restaurant,10.7875158,106.6633102
Quan 10,Pizza Hut,pizza,restaurant,10.7633997,106.6679121
Quan 10,Pizza Hut,pizza,restaurant,10.7619691,106.6706034
Quan 10,Cà Phê Xe,unknown,cafe,10.7867661,106.6748547
Quan 10,Tiệm Mì Huê Ký,unknown,restaurant,10.7572242,106.6583557
Quan 10,Quán Cơm Đo Đo,unknown,restaurant,10.7698049,106.6867841
Quan 10,KFC,chicken,fast_food,10.7748908,106.6477677
Quan 10,Cà Phê Sorrento,unknown,cafe,10.778698,106.6746396
Quan 10,Nhà Hàng Trung Hoa Saigon 3,chinese,restaurant,10.7746583,106.6886013
Quan 10,The Coffee House,coffee_shop;vietnamese,cafe,10.778179,106.681205
Quan 10,The Coffee House,coffee_shop;vietnamese,cafe,10.794449,106.6680251
Quan 10,The Coffee House,coffee_shop;vietnamese,cafe,10.7855259,106.6819458
Quan 10,The Coffee House,coffee_shop;vietnamese,cafe,10.7740652,106.668449
Quan 10,The Coffee House,coffee_shop;vietnamese,cafe,10.7718466,106.6574966
Quan 10,Nhà Hàng Gà Ta Sơn Ca,chicken,restaurant,10.7824237,106.6672365
Quan 10,ร้านขายยาส่ง,unknown,cafe,10.7809246,106.6660613
Quan 10,Phở Lệ,beef_bowl;noodles,restaurant,10.7553081,106.6736944
Quan 10,Nhà Hàng Zìn Ký,unknown,restaurant,10.7692725,106.6904171
Quan 10,Nhà Hàng Cà Phê Fly Cupcake Garden,unknown,restaurant,10.782195,106.6878302
Quan 10,Nhà Hàng Red House,vietnamese,restaurant,10.7727251,106.6791334
Quan 10,Nem Nướng Cô Điệp,unknown,fast_food,10.7952872,106.6655599
Quan 10,Cửa Hàng Bún Bò Viên Vườn Chuối,unknown,restaurant,10.7741459,106.6829523
Quan 10,Quán Nhậu Bamboo,unknown,restaurant,10.7918435,106.6626874
Quan 10,Cơm Gà Tam Kỳ Hồng Nga,chicken,restaurant,10.7685706,106.6871539
Quan 10,Lotteria,burger,fast_food,10.7707012,106.6730351
Quan 10,Unknown,unknown,restaurant,10.7744515,106.6900932
Quan 10,Unknown,unknown,restaurant,10.7769769,106.6881198
Quan 10,Unknown,unknown,cafe,10.787386,106.6827402
Quan 10,Quán Bánh Đa Cua,unknown,restaurant,10.7893707,106.6623077
Quan 10,Cà Phê Bingsu World,ice_cream,cafe,10.7758815,106.689603
Quan 10,Nhà Hàng Sari Đặc Sản Phan Thiết,unknown,restaurant,10.7791058,106.669572
Quan 10,Unknown,unknown,restaurant,10.7764625,106.6875429
Quan 10,Cà Phê Milano,unknown,cafe,10.7799029,106.6843953
Quan 10,Bún Mắm Vy,regional,restaurant,10.7591873,106.6741732
Quan 10,Unknown,coffee_shop,cafe,10.7547,106.6600829
Quan 10,Quán Bún Đậu Nhà Tôi,vietnamese,restaurant,10.7603231,106.6689315
Quan 10,Nhà hàng Cố Đô,unknown,restaurant,10.7589694,106.6784957
Quan 10,Phở Kim,unknown,restaurant,10.7745642,106.6868565
Quan 10,Cháo dinh dưỡng Tương Lai,unknown,fast_food,10.7749826,106.6477087
Quan 10,Cháo Tám Hói,asian,restaurant,10.755777,106.6780371
Quan 10,Unknown,unknown,restaurant,10.7769152,106.6667978
Quan 10,Nhà Hàng Út Cà Mau,vietnamese,restaurant,10.7618187,106.6808856
Quan 10,Cà Phê 27,unknown,cafe,10.775562,106.6886975
Quan 10,Sumo BBQ,unknown,restaurant,10.7706899,106.6812507
Quan 10,Cà Phê Yên,unknown,cafe,10.7757455,106.6862278
Quan 10,Quán Ăn Gia Đình,unknown,restaurant,10.7783736,106.6865896
Quan 10,Cà Phê La Maison,unknown,cafe,10.7920945,106.6810142
Quan 10,Nhà Hàng Mùa Vàng,unknown,restaurant,10.7776498,106.661955
Quan 10,Cà Phê 55 Đặng Văn Ngữ,unknown,cafe,10.7933593,106.6687077
Quan 10,Nhà Hàng Ấn Độ Natraj,indian,restaurant,10.7712663,106.6898911
Quan 10,Unknown,unknown,fast_food,10.7748486,106.683388
Quan 10,Cà Phê Oto,coffee_shop,cafe,10.7861339,106.6845894
Quan 10,Cafe De Nam - C4 Cafe,unknown,cafe,10.778591,106.6862712
Quan 10,Cà Phê Ban Mê,unknown,cafe,10.7861288,106.6715369
Quan 10,BAN MÊ,unknown,cafe,10.7846772,106.6749402
Quan 10,Quán Cà Phê Ban Mê,unknown,cafe,10.7811188,106.6705337
Quan 10,Unknown,unknown,cafe,10.7752114,106.6691947
Quan 10,Cà Phê Language Exchange,coffee_shop,cafe,10.7899533,106.67914
Quan 10,Cà Phê Xì Gòn Phố,crepe;cake;coffee_shop,cafe,10.7743249,106.6691061
Quan 10,Quán Misaki Coffee & Sushi Box,unknown,fast_food,10.7747072,106.6621826
Quan 10,Unknown,unknown,fast_food,10.7866207,106.6644123
Quan 10,Unknown,unknown,fast_food,10.7835998,106.6614699
Quan 10,Unknown,unknown,restaurant,10.783642,106.6617434
Quan 10,Unknown,unknown,restaurant,10.7866799,106.6644632
Quan 10,Unknown,unknown,fast_food,10.7877775,106.6627936
