district,name,cuisine,amenity,lat,lon
Quan 1,Phở Số 1 Hà Nội,unknown,fast_food,10.7848583,106.700098
Quan 1,Cà Phê Acoustic,unknown,cafe,10.7811643,106.6898451
Quan 1,Cà Phê Sỏi Đá,unknown,cafe,10.7809198,106.689929
Quan 1,Lotteria,burger,fast_food,10.780071,106.7039377
Quan 1,KFC,fried_chicken,fast_food,10.7669666,106.6962301
Quan 1,KFC,fried_chicken,fast_food,10.780868,106.6982351
Quan 1,Lotteria,burger,fast_food,10.7717072,106.687498
Quan 1,Lotteria,burger,fast_food,10.7806494,106.6984325
Quan 1,Lotteria,burger,fast_food,10.7815168,106.6926088
Quan 1,KFC,fried_chicken,fast_food,10.7702226,106.6938718
Quan 1,Lotteria,burger,fast_food,10.7917715,106.6913899
Quan 1,Lotteria,burger,fast_food,10.7676493,106.6953831
Quan 1,Nhà Hàng BBQ Chicken,unknown,restaurant,10.768208,106.6841501
Quan 1,Lotteria,burger,fast_food,10.7863467,106.7016034
Quan 1,Jollibee,burger,fast_food,10.7699629,106.6821277
Quan 1,Nhà Hàng Au Tresor,unknown,restaurant,10.772698,106.7048299
Quan 1,Lotteria,burger,fast_food,10.7772651,106.7022543
Quan 1,Cửa Hàng Đồ Ăn Nhanh G-Bread,unknown,fast_food,10.7616574,106.6896218
Quan 1,Nhà Hàng Bờ Sông,unknown,restaurant,10.789502,106.711158
Quan 1,Nhà Hàng Riverside Saigon,unknown,restaurant,10.7728736,106.7062835
Quan 1,Nhà Hàng Hai Lúa Sài Gòn,unknown,restaurant,10.7807008,106.7067111
Quan 1,Cà Phê Vườn Kiểng,unknown,cafe,10.7757808,106.7071741
Quan 1,Cà Phê Spotlight,regional,cafe,10.7645525,106.7036887
Quan 1,Cà Phê Màu Hoa Anh Đào,unknown,cafe,10.7814169,106.7061129
Quan 1,The Coffee House,coffee_shop;vietnamese,cafe,10.7809412,106.7064002
Quan 1,Cà Phê Trùng 3T,coffee_shop,cafe,10.7805044,106.7072351
Quan 1,Thức Ăn Dinh Dưỡng Cây Thị,rice,fast_food,10.7638808,106.7048454
Quan 1,Nhà Hàng Buffet Vasta,burger,cafe,10.7820596,106.7057171
Quan 1,Nhà Hàng Wrap&Roll,unknown,restaurant,10.7732882,106.7040253
Quan 1,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.7921354,106.7128519
Quan 1,Nhà Hàng Crazy Buffalo,unknown,restaurant,10.767375,106.6941425
Quan 1,Nhà Hàng Pizza Fixme,unknown,restaurant,10.7680337,106.6938158
Quan 1,Cà Phê Amenity,unknown,cafe,10.7682761,106.6936656
Quan 1,Nhà Hàng Đồ Ăn Việt Nam Aroma,vietnamese,restaurant,10.7684684,106.6938884
Quan 1,Cà Phê Hog's Breath,australian,cafe,10.7718499,106.7048379
Quan 1,Bánh Canh Hoàng Ty,regional,restaurant,10.7917311,106.6915979
Quan 1,Cà Phê Napoli,unknown,cafe,10.7732622,106.6938064
Quan 1,Cafe Thứ 7,unknown,cafe,10.7853912,106.6966905
Quan 1,Cà Phê Terrace,unknown,cafe,10.7737673,106.7011077
Quan 1,Cà Phê Au Parc,mediterranean,cafe,10.7787503,106.6981182
Quan 1,Cà Phê The Refinery,unknown,cafe,10.7782301,106.7037621
Quan 1,Nhà Hàng Vietnamese Kitchen,unknown,restaurant,10.7666137,106.6922676
Quan 1,Nhà Hàng Jaspas,unknown,restaurant,10.778168,106.7037041
Quan 1,The Coffee House,coffee_shop;vietnamese,cafe,10.7850269,106.7026662
Quan 1,Cà Phê Đá,coffee_shop,cafe,10.7805631,106.6975344
Quan 1,Cà Phê 4A,unknown,cafe,10.781379,106.697592
Quan 1,Cửa Hàng Fresh Donuts,sandwich,fast_food,10.7827014,106.6980129
Quan 1,Nhà Hàng Shri Lounge,international,restaurant,10.7826304,106.6972822
Quan 1,Hội Quán Thanh Niên,coffee_shop,cafe,10.7819478,106.6979915
Quan 1,Cà Phê Ciao,vietnamese;international;coffee_shop,cafe,10.7751001,106.7029693
Quan 1,Nhà Hàng Ấn Độ Curry Rice,indian,restaurant,10.7762829,106.7042247
Quan 1,Nhà Hàng Halal Sai Gon,asian,restaurant,10.7760297,106.7047293
Quan 1,Nhà Hàng Cung Đình Rex,vietnamese,restaurant,10.7754972,106.7007063
Quan 1,Nhà Hàng Tiệc Cưới 108 Nguyễn Du,vietnamese,restaurant,10.7754764,106.6956779
Quan 1,Cà Phê 30-4,unknown,cafe,10.7761438,106.6946963
Quan 1,Nhà Hàng Alibaba,international;grill;coffee_shop;persian;asian;steak_house;beef_bowl;russian;donut;pancake;fish_and_chips;chicken;vietnamese;oriental;breakfast;savory_pancakes;tea;seafood;friture;chinese;kebab;barbecue,restaurant,10.7743953,106.7040996
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7769684,106.70344
Quan 1,Cà Phê Smart,coffee_shop,cafe,10.7876581,106.6999764
Quan 1,Nhà Hàng Hải Cảng,chinese,restaurant,10.7662887,106.7077614
Quan 1,Nhà Hàng Honeymoon,unknown,restaurant,10.7602951,106.6991702
Quan 1,Cửa Hàng Xôi Chè Bùi Thị Xuân,unknown,restaurant,10.7675882,106.6863944
Quan 1,Topping Beef,unknown,restaurant,10.7797991,106.6949139
Quan 1,The Coffee Bean & Tea Leaf,coffee_shop,cafe,10.7805315,106.6956539
Quan 1,Cà Phê Calibre,coffee_shop,cafe,10.7743763,106.7037363
Quan 1,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.7817145,106.6982688
Quan 1,Quán Cà Phê Papa,coffee_shop,cafe,10.7833122,106.6956127
Quan 1,Cà Phê Gió Bấc,coffee_shop,cafe,10.783145,106.6955418
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7686142,106.6934398
Quan 1,Nhà Hàng Bornga,korean,restaurant,10.7788067,106.7020073
Quan 1,The Coffee Bean & Tea Leaf,coffee_shop,cafe,10.7680657,106.695136
Quan 1,The Coffee Bean & Tea Leaf;235 Đồng Khởi,coffee_shop,cafe,10.7786273,106.6999908
Quan 1,Cà Phê Cuộc Sống Dễ Dàng,coffee_shop,cafe,10.7826261,106.6965122
Quan 1,Quán Phở 2000,vietnamese,restaurant,10.7718157,106.697747
Quan 1,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.772661,106.6954006
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7841289,106.7033179
Quan 1,Bánh Mì The One,unknown,fast_food,10.779859,106.700914
Quan 1,Nhà Hàng Lion Beer,international,restaurant,10.776619,106.7039069
Quan 1,Cà Phê Central Nguyễn Huệ,coffee_shop,cafe,10.7738692,106.7034139
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7736729,106.7007717
Quan 1,Cà Phê Soho,coffee_shop,cafe,10.7725032,106.7019571
Quan 1,Nhà Hàng Ngon,vietnamese,restaurant,10.7773464,106.6996325
Quan 1,Nhà Hàng Rơm BBQ,american,restaurant,10.7736789,106.6992615
Quan 1,Phở 24,vietnamese;noodle,restaurant,10.7718553,106.6975823
Quan 1,Nhà Hàng Nướng Barbecue Garden,unknown,restaurant,10.7748184,106.6992492
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7809781,106.6980644
Quan 1,Phở Bắc Hải,vietnamese,restaurant,10.7838752,106.6992161
Quan 1,Nhà Hàng Pháp Hoa,vietnamese,restaurant,10.767809,106.688677
Quan 1,Bún Bò Huế Gia Hội,vietnamese,restaurant,10.78415,106.6975046
Quan 1,Nhà Hàng Hồ Tây,vietnamese,restaurant,10.784324,106.697355
Quan 1,Cafe Thềm Xưa,coffee_shop,cafe,10.759976,106.685927
Quan 1,Nhà Hàng Hoằng Long,unknown,restaurant,10.7768249,106.703813
Quan 1,Nhà Hàng Neighborhood Meal,vietnamese,restaurant,10.7805082,106.7057315
Quan 1,Unknown,unknown,fast_food,10.7815042,106.7053586
Quan 1,5KU Station,grill,restaurant,10.7794464,106.7042294
Quan 1,Nhà Hàng El Gaucho,argentinian,restaurant,10.7780321,106.7036328
Quan 1,Nhà Hàng Nhật Annz,japanese,restaurant,10.7781923,106.7039909
Quan 1,Nhà Hàng Beirut,lebanese,restaurant,10.7780733,106.7039174
Quan 1,Cửa Hàng Pizza 4P's,pizza,restaurant,10.7818475,106.705108
Quan 1,Starbucks,coffee_shop,cafe,10.7765217,106.7049252
Quan 1,Central Parc Bánh Mì,unknown,cafe,10.7787487,106.6985432
Quan 1,Starbucks,coffee_shop,cafe,10.7788646,106.6982455
Quan 1,Nhà Hàng Blanchy Street,fusion,restaurant,10.7780081,106.7038501
Quan 1,Nhà Hàng Hoa Túc,unknown,restaurant,10.7783472,106.7038891
Quan 1,Nhà Hàng Le Bouchon De Saïgon,french,restaurant,10.7803707,106.7035032
Quan 1,The Coffee Bean & Tea Leaf,coffee_shop,cafe,10.7799219,106.7039841
Quan 1,Nhà Hàng Khói Thơm,mexican,restaurant,10.7806216,106.6901081
Quan 1,Domino's,pizza,fast_food,10.7926127,106.6959584
Quan 1,Cà Phê New Day,unknown,cafe,10.7739206,106.6970944
Quan 1,Nhà Hàng Ciao Bella,italian_pizza,restaurant,10.7762605,106.7049669
Quan 1,Quán Ăn Pháp Ti Ti,unknown,restaurant,10.7956297,106.6949528
Quan 1,Nhà Hàng Zanzbar,unknown,restaurant,10.7759751,106.7046722
Quan 1,Nhà Hàng Skewers,mediterranean,restaurant,10.7790115,106.7047525
Quan 1,Cà Phê La Dolce Vita,unknown,cafe,10.7770275,106.7022407
Quan 1,Nhà Hàng Som Tum Thai,japanese,restaurant,10.7792532,106.7038786
Quan 1,Nhà Hàng Namo,italian,restaurant,10.777874,106.7037686
Quan 1,Nhà Hàng Le Bourgeois,unknown,restaurant,10.7768577,106.7024065
Quan 1,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.7797937,106.7041252
Quan 1,The Coffee Bean & Tea Leaf,coffee_shop,cafe,10.7717336,106.6975733
Quan 1,Nhà Hàng Hương Đồng 4,unknown,restaurant,10.7942099,106.6963509
Quan 1,KFC,fried_chicken,fast_food,10.757665,106.6998702
Quan 1,Nhà Hàng Tokyo Deli,japanese,restaurant,10.7795329,106.6865534
Quan 1,Cà Phê Princess And The Pea,unknown,cafe,10.7749587,106.7005062
Quan 1,Cà Phê Mocking Bird,unknown,cafe,10.7694751,106.7044829
Quan 1,Lẩu Dê Kỳ Đồng,vietnamese,restaurant,10.7917958,106.6972343
Quan 1,Nhà Hàng Lemongrass,vietnamese,restaurant,10.7754055,106.7033338
Quan 1,Ốc Tý,unknown,restaurant,10.7868712,106.7071606
Quan 1,Cà Phê Tutti Frutti Frozen Yogurt,unknown,cafe,10.7719303,106.6976976
Quan 1,KFC,fried_chicken,fast_food,10.7765304,106.6837229
Quan 1,Nhà Hàng Pháp Hidden,french,restaurant,10.7674081,106.6930818
Quan 1,Cà Phê BB Corner,unknown,cafe,10.7728073,106.6952588
Quan 1,Starbucks,coffee_shop,cafe,10.7756464,106.7005642
Quan 1,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.7753501,106.7040924
Quan 1,Starbucks,coffee_shop,cafe,10.7767726,106.6983083
Quan 1,Popeyes,chicken,fast_food,10.7927545,106.6993341
Quan 1,Subway,sandwich,fast_food,10.780084,106.70412
Quan 1,Cà Phê Anh Phán,juice,cafe,10.7690065,106.6992927
Quan 1,Nhà Hàng Bon,unknown,restaurant,10.768989,106.699256
Quan 1,Nhà Hàng Dragon Steak,steak_house,restaurant,10.773364,106.702516
Quan 1,Cà Phê Hello Boba,coffee_shop,cafe,10.769426,106.697944
Quan 1,Pizza Hut,pizza,restaurant,10.776985,106.690347
Quan 1,Nhà Hàng Hoàng Ty,unknown,restaurant,10.776477,106.689956
Quan 1,The Coffee Bean & Tea Leaf,coffee_shop,cafe,10.778667,106.6980739
Quan 1,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.783733,106.694489
Quan 1,Cà Phê Passio,coffee_shop,cafe,10.779941,106.701006
Quan 1,Cà Phê Phúc Long,unknown,cafe,10.7724413,106.6988757
Quan 1,Ốc Tao Đàn,unknown,restaurant,10.77734,106.692708
Quan 1,Cà Phê Press,coffee_shop,cafe,10.779376,106.6960124
Quan 1,Cà Phê Eleven,unknown,cafe,10.7716401,106.6951331
Quan 1,Cửa Hàng Burger King,burger,fast_food,10.760002,106.698807
Quan 1,Cà Phê Thuỷ Mộc,coffee_shop,cafe,10.777546,106.682577
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.784071,106.699901
Quan 1,Cà Phê Mylife,coffee_shop,cafe,10.767481,106.688215
Quan 1,Cà Phê Soybean,unknown,cafe,10.767428,106.68829
Quan 1,Unknown,unknown,restaurant,10.784545,106.699468
Quan 1,Nhà Hàng Soya Pudding,unknown,restaurant,10.767854,106.686372
Quan 1,Cà Phê Regina,unknown,cafe,10.778345,106.699128
Quan 1,Nhà Hàng Goldfish,vietnamese,restaurant,10.7746812,106.7042541
Quan 1,Unknown,unknown,restaurant,10.7895287,106.703993
Quan 1,KFC,fried_chicken,fast_food,10.792697,106.6972888
Quan 1,Quán Ăn DimSum,chinese,restaurant,10.7896434,106.7041204
Quan 1,Quán Cơm Dân Chủ,regional,restaurant,10.7781609,106.6812448
Quan 1,KFC,fried_chicken,fast_food,10.7641045,106.6871413
Quan 1,Hana Buffet,unknown,restaurant,10.7835575,106.6909915
Quan 1,Cà Phê Mylife,unknown,cafe,10.7769687,106.6980029
Quan 1,Cà Phê Sành Điệu,unknown,cafe,10.7772892,106.6830134
Quan 1,Phở Hùng,unknown,restaurant,10.7857396,106.6949916
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7878843,106.6917863
Quan 1,Cơm Tấm Cali,unknown,restaurant,10.7882189,106.6916737
Quan 1,Nhà Hàng Món Huế,unknown,restaurant,10.7890805,106.6905927
Quan 1,Pizza Hut,pizza,restaurant,10.7893229,106.6899973
Quan 1,Trung Nguyên Coffee,coffee_shop;vietnamese,cafe,10.7897734,106.6893777
Quan 1,Popeyes,chicken,fast_food,10.7901054,106.6893026
Quan 1,Unknown,ice_cream,cafe,10.7901897,106.6889271
Quan 1,Cà Phê Sông Hương,unknown,cafe,10.7961513,106.6913175
Quan 1,Cà Phê Trần,coffee_shop,cafe,10.7647704,106.7015087
Quan 1,Nhà Hàng Portofino,unknown,restaurant,10.776223,106.7048961
Quan 1,Nhà Hàng Xu,unknown,restaurant,10.7769624,106.7044959
Quan 1,Nhà Hàng El Gaucho,argentinian,restaurant,10.7777314,106.7045057
Quan 1,Phở 24,vietnamese;noodle,restaurant,10.7745474,106.7046273
Quan 1,Lotteria,burger,fast_food,10.7639214,106.7046195
Quan 1,Nhà Hàng Hoa Tulip 1,unknown,restaurant,10.7764352,106.6846545
Quan 1,Nhà Hàng Golden Elephant,thai,restaurant,10.7769534,106.704788
Quan 1,Cà Phê Yes,regional,cafe,10.792289,106.688214
Quan 1,Nhà Hàng StormP Saigon,danish,restaurant,10.7776676,106.7044489
Quan 1,The Coffee Bean & Tea Leaf,coffee_shop,cafe,10.7842255,106.7036949
Quan 1,Cửa Hàng Le Jardin,french,fast_food,10.7801823,106.7034301
Quan 1,Nhà Hàng Ẩm Thực Việt Nam,vietnamese,restaurant,10.766989,106.693433
Quan 1,Nhà Hàng Pundjab,indian,restaurant,10.7680371,106.6941696
Quan 1,Nhà Hàng Koto,vietnamese,restaurant,10.7830786,106.6969715
Quan 1,Bánh Xèo 46A,vietnamese,restaurant,10.7896047,106.6912995
Quan 1,MIT rooftop bistro,unknown,restaurant,10.7736594,106.7054779
Quan 1,Nhà Hàng Pháp La Fourchette,french,restaurant,10.7738554,106.7056571
Quan 1,Nhà Hàng Temple Club,vietnamese,restaurant,10.7732582,106.7017621
Quan 1,Nhà Hàn 3T Quán Nướng,barbecue,restaurant,10.7732808,106.7017957
Quan 1,Nhà Hàng Hương Lài,vietnamese,restaurant,10.77734,106.700248
Quan 1,Bánh Khọt Cô Ba Vũng Tàu,"Banh_xeo,_banh_khot",restaurant,10.7705632,106.6815986
Quan 1,Nhà Hàng Vỹ Dạ,unknown,restaurant,10.7749047,106.6980099
Quan 1,Bánh Cuốn Hải Nam,banh_cuon_(breakfast/lunch),restaurant,10.7687389,106.6834665
Quan 1,Quán Chả Giò Cua Biển 94,vietnamese,restaurant,10.7903516,106.6976096
Quan 1,Bún Nước Chị Ba,Vietnamese_vermicelli_grilled_pork,restaurant,10.7611535,106.6927466
Quan 1,Nhà Hàng Prem Bistro & Cafe,unknown,restaurant,10.7752831,106.6894658
Quan 1,Nhà Hàng The Organic,unknown,restaurant,10.7916099,106.693465
Quan 1,Unknown,unknown,restaurant,10.7906521,106.6983394
Quan 1,Nhà Hàng Chay Saigon 3,unknown,restaurant,10.7763157,106.6866707
Quan 1,Nhà Hàng Basilico,italian,restaurant,10.7814055,106.7011626
Quan 1,Nhà Hàng The Sushi Bar 4,sushi,restaurant,10.775935,106.6878807
Quan 1,Nhà Hàng Thanh Thìn,unknown,restaurant,10.7676305,106.7000487
Quan 1,Nhà Hàng Chay Hương Sen,unknown,restaurant,10.7691582,106.6912982
Quan 1,Cà Phê Bike,unknown,cafe,10.7801585,106.6796374
Quan 1,Nhà Hàng D'Green Salad Food Drink,unknown,restaurant,10.769733,106.693061
Quan 1,Nhà Hàng Chabad Vietnam,schnitzel;_falafel,restaurant,10.7892923,106.7014657
Quan 1,Cà Phê Zoom,coffee_shop,cafe,10.7669277,106.6941435
Quan 1,COFFEE BEAN & TEA LEAFS,unknown,cafe,10.7668888,106.6941819
Quan 1,Pizza Hut,pizza,restaurant,10.7807736,106.6982429
Quan 1,Pizza Hut,pizza,restaurant,10.7770084,106.6811613
Quan 1,Pizza Hut,pizza,restaurant,10.7641929,106.6824701
Quan 1,Pizza Hut,pizza,restaurant,10.7953131,106.7095937
Quan 1,Cà Phê Juicy,unknown,cafe,10.7859961,106.7008788
Quan 1,Cà Phê Passio,unknown,cafe,10.7856401,106.7009163
Quan 1,Cà Phê Stop,unknown,cafe,10.7857002,106.7005878
Quan 1,Nhà Hàng Saigon Green House,unknown,restaurant,10.7724714,106.6958298
Quan 1,Cà Phê MyLife,unknown,cafe,10.76423,106.6923359
Quan 1,Cà Phê Nguyễn Hoàng,unknown,cafe,10.7716515,106.695367
Quan 1,Nhà Hàng Asian Kitchen,vietnamese;local;regional,restaurant,10.7683337,106.6940202
Quan 1,Nhà Hàng Sando's,vietnamese;sandwich;regional;local,restaurant,10.7681633,106.6944511
Quan 1,Unknown,unknown,cafe,10.7762035,106.6921817
Quan 1,Starbucks,coffee_shop,cafe,10.7675184,106.6938961
Quan 1,Nhà Hàng Saigon Garden,unknown,restaurant,10.7755232,106.702529
Quan 1,Nhà Hàng Lamenda,unknown,restaurant,10.7740352,106.6970177
Quan 1,Tous les Jours,unknown,cafe,10.7740844,106.7005221
Quan 1,Nhà Hàng Propaganda Saigon Bistro,sandwich,restaurant,10.778708,106.6980884
Quan 1,Cà Phê Tiny's,unknown,cafe,10.7682783,106.6944886
Quan 1,Nhà Hàng Hummus And Grill Lebanese,middle_eastern,restaurant,10.7684387,106.6942563
Quan 1,Nhà Hàng Cycloresto,unknown,restaurant,10.7721513,106.6936449
Quan 1,Quán Cơm Đo Đo,unknown,restaurant,10.7698049,106.6867841
Quan 1,The Workshop Coffee,coffee_shop,cafe,10.7734061,106.7055391
Quan 1,Nhà Hàng The Lunch Lady,unknown,restaurant,10.7915811,106.7042222
Quan 1,Nhà Hàng Trung Hoa Saigon 3,chinese,restaurant,10.7746583,106.6886013
Quan 1,Nhà Hàng The Elbow Room,american;pasta,restaurant,10.771263,106.7024191
Quan 1,Nhà Hàng L'usine,unknown,restaurant,10.7731015,106.6994604
Quan 1,Nhà Hàng My Bahn Mi,unknown,restaurant,10.7794971,106.7005803
Quan 1,Loving Hut,international,restaurant,10.7894669,106.6953972
Quan 1,Chả Cá Lã Vọng,unknown,restaurant,10.773666,106.7025664
Quan 1,Cà Phê La Fenetre Soleil,unknown,cafe,10.7773999,106.7003456
Quan 1,Nhà Hàng Cà Phê Hồ Chí Minh,unknown,restaurant,10.7696927,106.6977556
Quan 1,Cà Phê Bookworm,unknown,cafe,10.7660753,106.6910914
Quan 1,The Coffee House;Đá Muối Himalaya DamiLama,coffee_shop;vietnamese,cafe,10.796404,106.690969
Quan 1,The Coffee House,coffee_shop;vietnamese,cafe,10.7932368,106.6959784
Quan 1,The Coffee House,coffee_shop;vietnamese,cafe,10.778179,106.681205
Quan 1,The Coffee House,coffee_shop;vietnamese,cafe,10.7855259,106.6819458
Quan 1,Trà sữa TenRen,unknown,cafe,10.7831114,106.6962575
Quan 1,Nhà Hàng - Cafe Bookworm's,unknown,restaurant,10.7663169,106.6913488
Quan 1,The Coffee House,coffee_shop;vietnamese,cafe,10.7683299,106.6988431
Quan 1,Unknown,unknown,cafe,10.773525,106.70642
Quan 1,Carl's Jr.,burger,fast_food,10.7787824,106.6996434
Quan 1,Nhà Hàng Zìn Ký,unknown,restaurant,10.7692725,106.6904171
Quan 1,Chuck's Burgers,burger;american,fast_food,10.7751229,106.7006493
Quan 1,Nhà Hàng Nam Phạm,unknown,restaurant,10.778681,106.6921566
Quan 1,Nhà Hàng Cà Phê Fly Cupcake Garden,unknown,restaurant,10.782195,106.6878302
Quan 1,Unknown,unknown,cafe,10.7687033,106.6936021
Quan 1,Nhà Hàng Red House,vietnamese,restaurant,10.7727251,106.6791334
Quan 1,Sa Đéc Quán,vietnamese,restaurant,10.7820043,106.6932163
Quan 1,Nhà Hàng Chay Phi Nhung,vietnamese,restaurant,10.7927744,106.6881528
Quan 1,Nhà Hàng Nướng Chilli,unknown,restaurant,10.7607921,106.7045826
Quan 1,Cà Phê Thức,unknown,cafe,10.7798626,106.6924403
Quan 1,Cà Phê Vừng Ơi,unknown,cafe,10.7815859,106.691294
Quan 1,Cửa Hàng Bún Bò Viên Vườn Chuối,unknown,restaurant,10.7741459,106.6829523
Quan 1,Unknown,unknown,cafe,10.7743456,106.7039054
Quan 1,Unknown,korean,restaurant,10.7827928,106.6893759
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7881332,106.6996603
Quan 1,Cơm Gà Tam Kỳ Hồng Nga,chicken,restaurant,10.7685706,106.6871539
Quan 1,Cà Phê Nubei,unknown,cafe,10.765935,106.689767
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7796762,106.6924435
Quan 1,Cộng Cà Phê,coffee_shop;vietnamese,cafe,10.7666057,106.69208
Quan 1,Quán Ăn Dim Sum House,chinese;asian,restaurant,10.7688832,106.6907172
Quan 1,Unknown,japanese;ramen,restaurant,10.7820109,106.7051946
Quan 1,Unknown,vietnamese,cafe,10.7919269,106.6984474
Quan 1,Taj Mahal,curry;indian,restaurant,10.7680805,106.6925388
Quan 1,Nhà Hàng Ý Mumtaz,indian,restaurant,10.7659975,106.6909905
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7854421,106.6986902
Quan 1,Unknown,unknown,restaurant,10.7907291,106.709854
Quan 1,Cà Phê KooKu,unknown,cafe,10.783391,106.689237
Quan 1,Unknown,unknown,cafe,10.7750614,106.6974194
Quan 1,Unknown,bagel;sandwich,restaurant,10.7656371,106.6899653
Quan 1,Viet Village,unknown,restaurant,10.7886408,106.6992852
Quan 1,Unknown,unknown,restaurant,10.7744515,106.6900932
Quan 1,Unknown,chinese;japanese;thai;vietnamese,restaurant,10.773464,106.703829
Quan 1,Unknown,unknown,restaurant,10.7769769,106.6881198
Quan 1,Nhà Hàng Soul Burger,burger,restaurant,10.7724373,106.6988409
Quan 1,Chay Việt An,vietnamese,restaurant,10.7927434,106.6897471
Quan 1,Auguda Coffee,unknown,cafe,10.789177,106.7002172
Quan 1,Unknown,unknown,cafe,10.787386,106.6827402
Quan 1,Unknown,unknown,cafe,10.7862643,106.6954336
Quan 1,Unknown,unknown,cafe,10.7653465,106.7021995
Quan 1,Unknown,unknown,cafe,10.7880068,106.6918928
Quan 1,Unknown,unknown,restaurant,10.7715828,106.7022705
Quan 1,Cà Phê Chế,unknown,cafe,10.762242,106.7015048
Quan 1,Cà Phê Bingsu World,ice_cream,cafe,10.7758815,106.689603
Quan 1,Nhà Hàng Chay Hum,vietnamese,restaurant,10.7786518,106.6920846
Quan 1,Unknown,unknown,restaurant,10.7764625,106.6875429
Quan 1,Nhà Hàng Làng Việt,unknown,restaurant,10.7807511,106.6938626
Quan 1,Unknown,unknown,restaurant,10.7822974,106.6961228
Quan 1,Hủ Tiếu Sườn Né Đào,unknown,restaurant,10.7718998,106.6921906
Quan 1,Nhà Hàng Chaba Thai,thai,restaurant,10.7734967,106.6973611
Quan 1,Highlands Coffee,coffee_shop;vietnamese,cafe,10.7706252,106.7031762
Quan 1,Unknown,unknown,fast_food,10.7721197,106.7040298
Quan 1,Trà Sữa R&B,unknown,cafe,10.7721465,106.7040893
Quan 1,Nhà Hàng Spice India,indian,restaurant,10.7675973,106.694792
Quan 1,Cà Phê Bazzan,unknown,cafe,10.7670123,106.6941169
Quan 1,Nhà Hàng TNT BBQ,american;barbecue,restaurant,10.7722284,106.6942795
Quan 1,Unknown,unknown,restaurant,10.7751496,106.7005091
Quan 1,Nhà Hàng Don Chicken,unknown,restaurant,10.7705516,106.7044952
Quan 1,Cà Phê Saigon,unknown,cafe,10.7732497,106.7063052
Quan 1,Cà Phê Milano,unknown,cafe,10.7799029,106.6843953
Quan 1,Unknown,unknown,restaurant,10.7667621,106.6940696
Quan 1,Lẩu Mắm Bà Dú,vietnamese,restaurant,10.7927688,106.6913594
Quan 1,Unknown,vietnamese,restaurant,10.7777416,106.6913624
Quan 1,Unknown,lao,restaurant,10.7918888,106.7049229
Quan 1,Nhà Hàng Đùi Cừu Thuận Tuấn,unknown,restaurant,10.7923047,106.7015974
Quan 1,Quán Nướng Bơ,vietnamese,restaurant,10.7608066,106.7046253
Quan 1,Nhà Hàng Cơm Nhà Homemade Meals,unknown,restaurant,10.7758733,106.7034298
Quan 1,Cà Phê Nest By AIA,unknown,cafe,10.7715546,106.7042965
Quan 1,Nhà Hàng Nam Giao,regional,restaurant,10.7746281,106.6982991
Quan 1,Cà Phê Betta Fish,local,cafe,10.7651367,106.6993512
Quan 1,Amitaba Cafe - Ẩm Thực Chay,vietnamese,restaurant,10.7650602,106.6975009
Quan 1,Cà Phê Royal Tea House,unknown,cafe,10.7813628,106.6970135
Quan 1,Nhà Hàng Tokyo Deli,unknown,restaurant,10.7734735,106.7053749
Quan 1,Mì Quảng Rau Sạch,unknown,restaurant,10.7820698,106.6988275
Quan 1,The Pizza Company,pizza,fast_food,10.7674139,106.6956438
Quan 1,Nhà Hàng Thanh Mai,vietnamese,restaurant,10.7715838,106.6965092
Quan 1,Unknown,unknown,cafe,10.7745646,106.7053421
Quan 1,Unknown,thai,fast_food,10.7831717,106.6964914
Quan 1,Phở Kim,unknown,restaurant,10.7745642,106.6868565
Quan 1,Unknown,unknown,restaurant,10.7732771,106.7053857
Quan 1,Cà Phê 6k,unknown,cafe,10.766888,106.69237
Quan 1,Unknown,malaysian,restaurant,10.7745863,106.6964796
Quan 1,Nhà Hàng Salima Halal,unknown,restaurant,10.7720393,106.6973647
Quan 1,Unknown,unknown,restaurant,10.7783476,106.6917075
Quan 1,Unknown,vietnamese,restaurant,10.7683111,106.6950326
Quan 1,Nhà Hàng Út Cà Mau,vietnamese,restaurant,10.7844093,106.6919069
Quan 1,Nhà Hàng Nhật Phương,american;asian;vietnamese,restaurant,10.7901736,106.6863392
Quan 1,Cà Phê Maison Marou French,cake;french;coffee_shop,cafe,10.7695926,106.6978674
